ability_id,local_language_id,short_effect,effect
176,5,"Change Lame aux avant d’utiliser une capacité offensive, ou change Bouclier avant d’utiliser Bouclier Royal.","Change Aegislash en Forme Lame avant d'utiliser une attaque, ou en Forme Bouclier avant d'utiliser Bouclier Royal."
176,6,"Wechselt die Form von []{pokemon:aegislash} zur Klingenform, wenn eine Attacke mit Schaden eingesetzt wird, oder zur Schildform, wenn []{move:kings-shield} eingesetzt wird.","Lässt []{pokemon:aegislash} zur Klingenform wechseln, wenn es einen Attacke einsetzt die Schaden verursacht, oder zur Schildform, wenn []{move:kings-shield} eingesetzt wird.

Die Fähigkeit löst auch aus, wenn die Ausführung der Attacke verhindert wird, z.B. durch []{mechanic:sleep} oder []{mechanic:confusion}. Die Fähigkeit löst nicht aus bei Attacken die andere Attacken aufrufen, so wie []{move:sleep-talk}, selbst wenn dabei []{move:kings-shield} oder eine Attacke die Schaden verursacht aufgerufen wird.

Die Fähigkeit hat keinen Effekt für Pokémon außer []{pokemon:aegislash}."
176,9,"Changes []{pokemon:aegislash} to Blade Forme before using a damaging move, or Shield Forme before using []{move:kings-shield}.","Changes []{pokemon:aegislash} to Blade Forme before using a damaging move, or Shield Forme before using []{move:kings-shield}."
177,5,Augmente la priorité des capacités de type Vol d'un cran.,Augmente la priorité des attaques de type Vol d'un cran.
177,6,Erhöht die []{mechanic:priority} von []{type:flying} Attacken um 1 Stufe.,"Wenn ein Pokémon diese Fähigkeit hat, erhöht sich die []{mechanic:priority} seiner []{type:flying} Attacken um 1 Stufe."
177,9,Raises []{type:flying} moves' priority by one stage.,Raises []{type:flying} moves' priority by one stage.
178,5,"Renforce la puissance des capacités d'aura et d'onde à 1,5× leur puissance.","Renforce les capacités d'aura et de pulsation pour multiplier leur puissance par 1,5."
178,6,Verstärkt Aura- und Pulsattacken um 50%.,"Die Aura- und Pulsattacken von Pokémon mit dieser Fähigkeit sind 1,5× so stark wie sonst. Zu den Attacken zählen auch []{move:water-pulse} und []{move:origin-pulse} und []{move:heal-pulse} heilt um 75% statt 50% der maximalen []{mechanic:hp}."
178,9,Strengthens aura and pulse moves to 1.5× their power.,Strengthens aura and pulse moves to 1.5× their power.
179,5,Augmente la Défense lorsque le Champ Herbu est actif.,Augmente la Défense lorsque le Champ Herbu est actif.
179,6,Erhöht die []{mechanic:defense} um 50% während dem Effekt von []{move:grassy-terrain}.,"Während der Effekt von []{move:grassy-terrain} aktiv ist, haben Pokémon mit dieser Fähigkeit eine 1,5× so hohe []{mechanic:defense} wie sonst."
179,9,Boosts Defense while []{move:grassy-terrain} is in effect.,Boosts Defense while []{move:grassy-terrain} is in effect.
180,5,Transmet l'objet tenu par le porteur à un allié lorsque l'allié utilise son objet.,Transmet l'objet tenu par le porteur à un allié lorsque l'allié utilise son objet.
180,6,"Gibt das eigene Item an einen Verbündeten weiter, wenn dieser seins benutzt hat.","Gibt das eigene getragene Item an einen Teampartner weiter, wenn dieser sein Item benutzt hat.

Das gilt auch, wenn der Partner das Item mit []{move:fling} verbraucht hat, wenn er eine gegnerische Beere mit []{move:pluck} gegessen hat und kein Item trägt oder sein []{item:air-balloon} platzt. Wenn mehrere Teampartner ihre Items in der gleichen Runde verbrauchen, erhält derjenige mit der höheren []{mechanic:speed} das Item ohne dabei []{move:trick-room} zu beachten.

Die Fähigkeit löst nicht aus, wenn das Item nur bewegt wird, beispielsweise durch []{move:thief}, []{ability:magician} oder []{item:sticky-barb}, wenn es durch []{move:incinerate} zerstört oder fallengelassen wird."
180,9,Passes the bearer's held item to an ally when the ally uses up its item.,Passes the bearer's held item to an ally when the ally uses up its item.
181,5,"Augmente la puissance des capacités de contact de 1,33×.","Renforce les capacités de contact en augmentant leur puissance de 1,33×."
181,6,Verstärkt Attacken mit Kontakt um 33%.,"Die Attacken von Pokémon mit dieser Fähigkeit, die Konakt herstellen, haben eine 1,33× Basisstärke wie sonst."
181,9,Strengthens moves that make contact to 1.33× their power.,Strengthens moves that make contact to 1.33× their power.
182,5,"Change les capacités normales du porteur en capacités de type Fée et les renforce à 1,3× de leur puissance.","Transforme les capacités de type Normal de son possesseur en capacités de type Fée. Les capacités ainsi modifiées ont une puissance augmentée de 1,3×."
182,6,Ändert die []{type:normal} Attacken des Anwenders in []{type:fairy} Attacken und verstärkt sie um 30%.,"Die []{type:normal} Attacken von Pokémon mit dieser Fäigkeit werden zu []{type:fairy} Attacken. Attacken die durch diese Fähigkeit beeinflusst werden, haben 1,3× so viel Basisstärke wie sonst."
182,9,Turns the bearer's []{type:normal} moves into []{type:fairy} moves and strengthens them to 1.3× their power.,Turns the bearer's []{type:normal}-type moves into []{type:fairy} moves.  Moves changed by this ability have 1.3× their power.
183,5,"""Réduit la Vitesse du Pokémon attaquant d'un niveau en cas de contact.""",Réduit la Vitesse de l'attaquant d'un cran en cas de contact.
183,6,Senkt bei Kontakt die []{mechanic:speed} des Angreifers um 1 [Stufe]{mechanic:stat-modifier}.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke die Kontakt herstellt getroffen wird, wird die []{mechanic:speed} des Angreifers um 1 [Stufe]{mechanic:stat-modifier} gesenkt."
183,9,Lowers attacking Pokémon's Speed by one stage on contact.,Lowers attacking Pokémon's Speed by one stage on contact.
184,5,"Les capacités normales du porteur deviennent des capacités de type Vol et leur puissance est augmentée de 1,3×.",Change les capacités de type normal du porteur en capacités de type vol. Les capacités modifiées par ce talent ont une puissance augmentée de 30%.
184,6,Ändert die []{type:normal} Attacken des Anwenders in []{type:flying} Attacken und verstärkt sie um 30%.,"Die []{type:normal} Attacken von Pokémon mit dieser Fäigkeit werden zu []{type:flying} Attacken. Attacken die durch diese Fähigkeit beeinflusst werden, haben 1,3× so viel Basisstärke wie sonst."
184,9,Turns the bearer's []{type:normal} moves into []{type:flying} moves and strengthens them to 1.3× their power.,Turns the bearer's []{type:normal}-type moves into []{type:flying}-type moves.  Moves changed by this ability have 1.3× their power.
185,5,Permet au porteur de frapper deux fois avec des attaques. Le deuxième coup a moitié de puissance.,Permet au porteur de frapper deux fois avec des attaques. La deuxième frappe a la moitié de la puissance.
185,6,"Lässt den Träger bei Attacken die Schaden verursachen ein zweites mal treffen, wobei der 2. Treffer nur halbe Stärke hat.","Wenn ein Pokémon mit dieser Fähigkeit eine Attacke einsetzt die Schaden verursacht, trifft die Attacke ein zweites Mal, wobei der zweite Schlag nur mit halber Stärke ausgeführt wird."
185,9,Lets the bearer hit twice with damaging moves.  The second hit has half power.,Lets the bearer hit twice with damaging moves.  The second hit has half power.
186,5,"Renforce les capacités de type Ténèbres à 1,33× leur puissance pour tous les Pokémon alliés et adverses.",Rend les attaques de type Ténèbres plus puissantes pour tous les Pokémon alliés et adverses.
186,6,Verstärkt []{type:dark} Attacken aller Pokémon im Kampf um 33%.,"Alle []{type:dark} Attacken von allen Pokémon sind 1,33× so stark wie sonst, solange sich ein Pokémon mit dieser Fähigkeit im Kampf befindet."
186,9,Strengthens []{type:dark} moves to 1.33× their power for all friendly and opposing Pokémon.,Strengthens []{type:dark} moves for all friendly and opposing Pokémon.
187,5,"Renforce les capacités de type Fée à 1,33× de leur puissance pour tous les Pokémon alliés et adverses.",Renforce les attaques de type Fée pour tous les Pokémon alliés et adverses.
187,6,Verstärkt []{type:fairy} Attacken aller Pokémon im Kampf um 33%.,"Alle []{type:fairy} Attacken von allen Pokémon sind 1,33× so stark wie sonst, solange sich ein Pokémon mit dieser Fähigkeit im Kampf befindet."
187,9,Strengthens []{type:fairy} moves to 1.33× their power for all friendly and opposing Pokémon.,Strengthens []{type:fairy} moves for all friendly and opposing Pokémon.
188,5,"Affaiblit les auras Ténèbres et Féerique, réduisant la puissance des capacités de leurs types respectifs.","Tant que ce Pokémon est sur le terrain, aura ténèbres et aura fée affaiblissent les mouvements de leurs types respectifs à 2/3 de leur puissance, au lieu de les renforcer."
188,6,Schwächt die von []{ability:dark-aura} und []{ability:fairy-aura} gestärkten Attacken.,"Wenn sich ein Pokémon mit dieser Fähigkeit im Kampf befindet, werden die Attacken die normalerweise durch []{ability:dark-aura} und []{ability:fairy-aura} verstärkt werden, stattdessen um 2/3 Basisstärke gesenkt."
188,9,Makes []{ability:dark-aura} and []{ability:fairy-aura} weaken moves of their respective types.,"While this Pokémon is on the field, []{ability:dark-aura} and []{ability:fairy-aura} weaken moves of their respective types to 2/3 their power, rather than strengthening them."
189,5,"Crée une pluie torrentielle, qui a toutes les propriétés de Danse Pluie, ne peut pas être remplacée et fait échouer les capacités Feu offensives.","Quand ce Pokémon entre au combat ou obtient ce talent, le temps devient une pluie torrentielle. La pluie torrentielle possède toutes les propriétés de Danse Pluie et empêche également les attaques de type Feu d'infliger des dégâts.

La pluie torrentielle prend fin lorsque ce Pokémon quitte le combat ou perd ce talent, ou lorsque ce talent est neutralisé. Le temps ne peut pas être modifié autrement, sauf par les effets de Souffle Delta et de Terre Finale.

Les talents Air Lock et Ciel Gris empêchent les effets de la pluie torrentielle, permettant aux attaques de type Feu de fonctionner, mais sans changer le temps."
189,6,Ändert beim Betreten des Kampfes das []{mechanic:weather} in heftigen []{mechanic:rain} und verhindert []{type:fire} Attacken.,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, ändert sich das []{mechanic:weather} in heftigen []{mechanic:rain}. Das []{mechanic:weather} kann weder durch Fähigkeiten wie []{ability:drought} noch durch Attacken wie []{move:sandstorm} geändert werden und solche Attacken schlagen fehl.

Der []{mechanic:rain} hört auf, wenn das Pokémon mit dieser Fähigkeit den Kampf verlässt oder in eine hintere Position rotiert wird und kein Anderes mit derselben Fähigkeit noch im Kampf ist, wenn die Fähigkeit deaktiviert wird oder ein Pokémon mit der Fähigkeit []{ability:delta-stream} oder []{ability:desolate-land} den Kampf betritt. Die [Wettereffekte]{mechanic:weather} können durch Fähigkeiten wie []{ability:cloud-nine} aufgehoben werden."
189,9,"Creates heavy rain, which has all the properties of Rain Dance, cannot be replaced, and causes damaging Fire moves to fail.","When this Pokémon enters battle or gains this ability, the weather becomes heavy rain.  Heavy rain has all the properties of []{move:rain-dance} and also causes damaging Fire moves to fail.

Heavy rain ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.  The weather cannot otherwise be changed except by the effects of []{ability:delta-stream} and []{ability:desolate-land}.

[]{ability:air-lock} and []{ability:cloud-nine} will prevent the effects of heavy rain, including allowing Fire moves to work, but will not allow the weather to be changed."
190,5,"Créé une lumière solaire extrêmement intense, possédant toutes les propriétés de Zénith, ne peut pas être remplacée et provoque l'échec des capacités Eau offensives.","Lorsque ce Pokémon entre en combat ou acquiert cette capacité, le climat devient une lumière solaire extrêmement intense. Cette lumière solaire extrême possède toutes les propriétés de la capacité Zénith et rend également les attaques de type Eau inefficaces.

La lumière solaire extrêmement intense prend fin lorsque ce Pokémon quitte le combat ou perd cette capacité, ou lorsque cette capacité est neutralisée. Le climat ne peut être modifié autrement, sauf par les effets de Souffle Delta et de Mer Primaire.

Ciel Gris et Air Lock empêcheront les effets de la lumière solaire extrêmement intense, y compris en permettant les attaques de type Eau, mais ne permettront pas de changer le climat."
190,6,Ändert beim Betreten des Kampfes das []{mechanic:weather} in sehr [starkes Sonnenlicht]{mechanic:strong-sunlight} und verhindert []{type:water} Attacken.,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, ändert sich das []{mechanic:weather} in sehr [starkes Sonnenlicht]{mechanic:strong-sunlight}. Das []{mechanic:weather} kann weder durch Fähigkeiten wie []{ability:drizzle} noch durch Attacken wie []{move:sandstorm} geändert werden und solche Attacken schlagen fehl.

Der [starke Sonnenschein]{mechanic:strong-sunlight} hört auf, wenn das Pokémon mit dieser Fähigkeit den Kampf verlässt oder in eine hintere Position rotiert wird und kein Anderes mit derselben Fähigkeit noch im Kampf ist, wenn die Fähigkeit deaktiviert wird oder ein Pokémon mit der Fähigkeit []{ability:delta-stream} oder []{ability:primordial-sea} den Kampf betritt. Die [Wettereffekte]{mechanic:weather} können durch Fähigkeiten wie []{ability:air-lock} aufgehoben werden."
